Day_of_Week,Time_of_Day,Weather,Mood,Social_Context,Location,Sleep_Hours,Work_Intensity,Temperature_Preference,Milk_Type,Sugar_Level,Caffeine_Strength,Cup_Size,Spend_Amount_USD,Coffee_Type
Wednesday,Morning,Cold/Snowy,Energetic,With Colleague,Home,7.9,High,Hot,Whole Milk,High,Light,Medium,3.09,Espresso
Thursday,Afternoon,Sunny,Tired,On a Date,Cafe,3.9,High,Hot,None (Black),Low,Light,Small,4.15,Iced Latte
Tuesday,Morning,Sunny,Tired,Alone,Cafe,7.5,Medium,Hot,Oat Milk,None,Medium,Large,6.12,Americano
Saturday,Afternoon,Cloudy,Energetic,Alone,Home,6.5,Medium,Hot,Oat Milk,Low,Decaf,Medium,5.56,Latte
Friday,Morning,Sunny,Tired,Alone,Cafe,7.8,Low,Iced,None (Black),Medium,Medium,Medium,3.1,Espresso
Tuesday,Morning,Rainy,Stressed,Alone,Home,7.9,Low,Hot,Whole Milk,Low,Light,Small,3.32,Espresso
Monday,Morning,Rainy,Stressed,Alone,Office,6.6,Low,Hot,Almond Milk,Medium,Light,Large,5.7,Americano
Friday,Morning,Cloudy,Stressed,With Colleague,Cafe,5.6,Medium,Hot,Whole Milk,High,Medium,Medium,6.57,Espresso
Friday,Afternoon,Sunny,Melancholic,With Colleague,Office,7.7,Medium,Hot,Whole Milk,Medium,Strong,Medium,4.25,Iced Latte
Tuesday,Afternoon,Sunny,Melancholic,Alone,Office,6.4,Low,Hot,Whole Milk,None,Light,Medium,5.48,Espresso
Sunday,Afternoon,Sunny,Melancholic,Alone,Home,5.2,Low,Iced,Whole Milk,Low,Light,Large,3.35,Cold Brew
Tuesday,Morning,Rainy,Tired,With Friends,Office,5.1,Low,Iced,Almond Milk,Low,Medium,Medium,4.06,Americano
Wednesday,Morning,Sunny,Tired,Alone,Cafe,4.3,Medium,Hot,Almond Milk,Low,Strong,Small,2.6,Espresso
Sunday,Morning,Sunny,Tired,Alone,On-the-Go,5.7,Medium,Hot,Oat Milk,None,Medium,Large,6.34,Americano
Wednesday,Morning,Sunny,Relaxed,With Colleague,Office,8.2,Medium,Hot,Whole Milk,Medium,Strong,Medium,4.51,Espresso
Friday,Evening,Sunny,Melancholic,With Colleague,Office,6.8,Medium,Hot,Whole Milk,Low,Medium,Medium,6.58,Latte
Wednesday,Morning,Rainy,Relaxed,Alone,Cafe,5.7,Medium,Hot,Whole Milk,Medium,Light,Medium,6.04,Cappuccino
Tuesday,Morning,Cold/Snowy,Tired,With Colleague,On-the-Go,7.7,Low,Hot,Almond Milk,High,Medium,Large,6.64,Espresso
Sunday,Morning,Sunny,Melancholic,Alone,Home,5.3,Low,Hot,Whole Milk,None,Medium,Medium,3.93,Cappuccino
Wednesday,Morning,Rainy,Energetic,With Friends,Office,6.6,High,Iced,Whole Milk,High,Medium,Medium,3.43,Americano
Sunday,Afternoon,Cloudy,Tired,Alone,Cafe,6.2,High,Hot,None (Black),Medium,Medium,Large,7.36,Americano
Tuesday,Afternoon,Rainy,Energetic,Alone,Office,7.7,Medium,Hot,Whole Milk,Low,Light,Small,6.09,Flat White
Tuesday,Morning,Cloudy,Tired,With Colleague,Home,4.1,High,Hot,Almond Milk,Low,Medium,Large,6.67,Espresso
Monday,Morning,Rainy,Energetic,Alone,Office,5.2,Medium,Iced,Whole Milk,Low,Medium,Medium,2.57,Espresso
Friday,Morning,Rainy,Tired,With Friends,Home,4.0,Low,Hot,None (Black),Low,Medium,Medium,4.27,Espresso
Wednesday,Morning,Sunny,Energetic,Alone,Office,6.1,High,Hot,None (Black),Medium,Medium,Medium,6.21,Latte
Saturday,Morning,Cloudy,Stressed,Alone,Office,8.3,Low,Hot,Whole Milk,None,Medium,Medium,2.89,Americano
Thursday,Night,Cloudy,Relaxed,Alone,On-the-Go,5.7,Medium,Hot,Almond Milk,Medium,Light,Medium,5.34,Macchiato
Sunday,Afternoon,Sunny,Stressed,Alone,Office,5.7,Medium,Iced,Almond Milk,None,Strong,Small,4.65,Latte
Tuesday,Afternoon,Sunny,Energetic,With Friends,Home,7.8,Medium,Iced,Almond Milk,None,Medium,Large,2.59,Iced Latte
Saturday,Morning,Cold/Snowy,Relaxed,Alone,Home,8.1,Medium,Hot,Whole Milk,Low,Light,Small,3.68,Latte
Saturday,Morning,Rainy,Melancholic,With Friends,On-the-Go,6.4,Medium,Iced,Whole Milk,Low,Strong,Large,3.92,Cappuccino
Saturday,Afternoon,Rainy,Tired,With Friends,Home,7.5,Medium,Hot,Whole Milk,Low,Medium,Small,3.06,Americano
Saturday,Afternoon,Cold/Snowy,Energetic,With Friends,Office,4.9,Medium,Hot,Whole Milk,None,Medium,Medium,5.66,Cold Brew
Saturday,Afternoon,Cloudy,Tired,Alone,Home,8.6,Medium,Iced,Whole Milk,Medium,Light,Large,3.71,Espresso
Friday,Morning,Rainy,Tired,With Colleague,Cafe,9.7,High,Hot,Whole Milk,Medium,Medium,Medium,3.89,Espresso
Monday,Afternoon,Cloudy,Stressed,Alone,Office,7.3,High,Hot,Whole Milk,None,Light,Large,6.99,Flat White
Monday,Morning,Cold/Snowy,Relaxed,Alone,Office,3.4,Medium,Iced,None (Black),Low,Medium,Medium,4.84,Cappuccino
Sunday,Evening,Rainy,Tired,Alone,Office,5.7,Low,Hot,None (Black),Low,Medium,Medium,4.46,Espresso
Friday,Afternoon,Rainy,Relaxed,Alone,On-the-Go,7.4,High,Hot,Oat Milk,None,Medium,Medium,6.12,Americano
Saturday,Afternoon,Sunny,Relaxed,Alone,Office,5.9,Low,Iced,Almond Milk,Medium,Light,Medium,7.05,Cold Brew
Thursday,Morning,Cold/Snowy,Melancholic,With Friends,Cafe,8.4,Low,Iced,Whole Milk,Medium,Strong,Medium,2.63,Espresso
Monday,Afternoon,Cloudy,Tired,Alone,On-the-Go,7.4,Medium,Iced,None (Black),Medium,Medium,Medium,4.74,Flat White
Monday,Morning,Sunny,Melancholic,Alone,On-the-Go,5.4,High,Hot,Almond Milk,None,Medium,Medium,5.55,Latte
Friday,Morning,Cold/Snowy,Tired,With Colleague,Office,6.5,Low,Iced,Whole Milk,Medium,Strong,Medium,4.09,Americano
Wednesday,Morning,Rainy,Stressed,Alone,On-the-Go,5.2,Low,Iced,Whole Milk,Low,Medium,Large,6.36,Americano
Tuesday,Afternoon,Sunny,Tired,Alone,Home,6.2,Medium,Hot,Whole Milk,High,Medium,Large,7.36,Espresso
Thursday,Morning,Rainy,Tired,Alone,Office,5.7,Medium,Iced,Whole Milk,None,Medium,Medium,7.22,Espresso
Monday,Morning,Rainy,Stressed,With Colleague,On-the-Go,8.3,Medium,Hot,Whole Milk,Low,Medium,Medium,3.83,Espresso
Thursday,Evening,Cold/Snowy,Energetic,Alone,Home,9.7,Medium,Hot,Oat Milk,Low,Medium,Medium,3.63,Cappuccino
Tuesday,Morning,Sunny,Tired,Alone,Home,4.4,Medium,Hot,None (Black),None,Medium,Medium,7.29,Espresso
Saturday,Afternoon,Cloudy,Tired,Alone,Office,3.6,Low,Hot,None (Black),Medium,Medium,Medium,4.79,Cold Brew
Wednesday,Morning,Rainy,Stressed,With Friends,Office,6.1,Low,Hot,None (Black),Medium,Medium,Large,3.54,Americano
Thursday,Morning,Sunny,Tired,With Friends,Office,4.2,High,Hot,None (Black),None,Light,Small,6.03,Espresso
Monday,Afternoon,Cold/Snowy,Relaxed,With Colleague,Cafe,6.6,High,Hot,None (Black),Medium,Medium,Medium,3.92,Flat White
Monday,Morning,Rainy,Tired,Alone,On-the-Go,7.6,Low,Hot,None (Black),Low,Light,Large,3.84,Espresso
Wednesday,Morning,Sunny,Tired,Alone,Cafe,8.7,Low,Hot,None (Black),None,Medium,Medium,6.9,Espresso
Thursday,Afternoon,Rainy,Energetic,Alone,Home,6.8,Low,Iced,None (Black),High,Medium,Large,3.31,Latte
Friday,Afternoon,Cold/Snowy,Energetic,Alone,On-the-Go,6.2,Medium,Iced,None (Black),Medium,Medium,Medium,2.82,Cold Brew
Tuesday,Afternoon,Sunny,Energetic,Alone,Home,3.5,Medium,Iced,None (Black),None,Strong,Medium,3.85,Espresso
Friday,Morning,Sunny,Tired,Alone,Home,6.5,Medium,Hot,Whole Milk,Low,Light,Large,5.53,Espresso
Saturday,Morning,Sunny,Melancholic,Alone,Home,6.6,Medium,Iced,Whole Milk,Low,Strong,Medium,3.12,Espresso
Saturday,Afternoon,Sunny,Stressed,With Friends,Office,7.5,Medium,Hot,None (Black),Medium,Medium,Medium,4.86,Iced Latte
Monday,Afternoon,Cloudy,Tired,Alone,Home,5.4,High,Hot,Whole Milk,High,Medium,Small,5.64,Cappuccino
Thursday,Evening,Rainy,Energetic,With Friends,Home,5.8,Low,Iced,Almond Milk,Low,Medium,Medium,6.74,Cappuccino
Monday,Evening,Sunny,Relaxed,Alone,Office,4.3,Low,Hot,Almond Milk,Medium,Strong,Medium,3.65,Latte
Tuesday,Evening,Sunny,Tired,Alone,Home,3.1,Low,Iced,None (Black),Low,Medium,Medium,6.59,Cold Brew
Sunday,Morning,Sunny,Tired,Alone,Office,4.8,High,Hot,Oat Milk,Low,Medium,Medium,3.67,Americano
Monday,Morning,Cold/Snowy,Relaxed,Alone,Cafe,4.1,High,Hot,Whole Milk,High,Strong,Medium,5.88,Cappuccino
Thursday,Afternoon,Sunny,Stressed,Alone,Cafe,7.0,Medium,Iced,None (Black),Low,Strong,Small,4.65,Latte
Friday,Morning,Cold/Snowy,Stressed,Alone,Home,5.7,Low,Hot,None (Black),Low,Decaf,Medium,3.07,Espresso
Friday,Morning,Rainy,Tired,On a Date,Home,5.7,Medium,Iced,None (Black),Medium,Strong,Medium,6.07,Espresso
Thursday,Evening,Sunny,Tired,With Friends,On-the-Go,5.0,Medium,Iced,Whole Milk,None,Strong,Medium,3.59,Americano
Monday,Evening,Cold/Snowy,Stressed,Alone,Home,3.0,Medium,Hot,Whole Milk,Low,Medium,Medium,3.38,Cappuccino
Wednesday,Morning,Rainy,Tired,With Colleague,On-the-Go,8.8,Medium,Hot,Whole Milk,High,Strong,Medium,4.29,Americano
Thursday,Morning,Cloudy,Energetic,With Friends,Home,5.0,Low,Hot,None (Black),Medium,Strong,Medium,5.77,Cappuccino
Monday,Morning,Cold/Snowy,Energetic,With Friends,On-the-Go,5.9,Medium,Hot,None (Black),Medium,Medium,Medium,3.67,Cappuccino
Wednesday,Evening,Sunny,Tired,With Colleague,Office,4.3,Medium,Hot,None (Black),None,Light,Medium,3.42,Flat White
Monday,Evening,Sunny,Melancholic,Alone,Office,8.0,Medium,Hot,Whole Milk,Low,Medium,Large,2.55,Cappuccino
Monday,Morning,Cloudy,Relaxed,Alone,Cafe,6.7,Low,Iced,Almond Milk,High,Decaf,Small,4.86,Cappuccino
Wednesday,Morning,Sunny,Stressed,Alone,Office,5.3,High,Iced,Oat Milk,Low,Medium,Medium,4.64,Espresso
Monday,Evening,Sunny,Tired,Alone,Office,5.9,Medium,Iced,Almond Milk,None,Medium,Small,3.67,Latte
Thursday,Morning,Sunny,Tired,Alone,Office,9.0,High,Hot,Whole Milk,Low,Medium,Medium,2.77,Espresso
Friday,Afternoon,Sunny,Energetic,With Friends,Cafe,6.4,Medium,Hot,Whole Milk,Low,Medium,Medium,4.65,Iced Latte
Saturday,Night,Cloudy,Tired,On a Date,Home,6.2,High,Iced,Whole Milk,None,Strong,Medium,6.44,Macchiato
Tuesday,Morning,Sunny,Melancholic,With Colleague,Home,5.1,High,Hot,Whole Milk,Medium,Medium,Medium,6.08,Espresso
Tuesday,Afternoon,Rainy,Tired,With Colleague,Office,3.7,Medium,Iced,Whole Milk,High,Strong,Large,6.8,Espresso
Monday,Morning,Rainy,Energetic,With Colleague,Home,6.3,High,Iced,Oat Milk,Low,Light,Medium,2.55,Americano
Friday,Morning,Rainy,Energetic,On a Date,Cafe,7.0,Medium,Hot,Whole Milk,Medium,Strong,Large,7.33,Americano
Friday,Evening,Sunny,Stressed,Alone,Home,8.1,Medium,Iced,None (Black),Medium,Strong,Small,4.21,Cappuccino
Monday,Morning,Cloudy,Tired,Alone,Office,3.1,Low,Hot,Oat Milk,Medium,Medium,Medium,7.45,Espresso
Sunday,Night,Sunny,Energetic,Alone,Home,4.8,Medium,Iced,Oat Milk,None,Medium,Medium,3.76,Decaf Latte
Monday,Afternoon,Cloudy,Tired,With Colleague,Office,5.6,Medium,Hot,Whole Milk,None,Medium,Medium,4.86,Americano
Thursday,Morning,Cold/Snowy,Relaxed,Alone,Home,6.5,High,Hot,Whole Milk,None,Strong,Small,4.27,Latte
Friday,Morning,Rainy,Tired,With Friends,Home,6.3,Low,Iced,None (Black),None,Strong,Large,4.28,Espresso
Saturday,Morning,Rainy,Melancholic,Alone,Home,6.3,Medium,Iced,Whole Milk,Low,Medium,Medium,6.71,Cappuccino
Friday,Morning,Rainy,Relaxed,Alone,On-the-Go,7.1,Low,Hot,None (Black),Low,Medium,Medium,6.23,Cappuccino
Saturday,Morning,Sunny,Tired,With Friends,Home,5.1,Medium,Hot,None (Black),None,Light,Medium,7.46,Espresso
Wednesday,Morning,Cold/Snowy,Relaxed,Alone,Cafe,7.9,Low,Iced,Whole Milk,None,Medium,Medium,5.57,Cappuccino
Saturday,Morning,Cold/Snowy,Tired,Alone,Home,7.2,High,Iced,None (Black),Low,Strong,Medium,4.82,Espresso
Monday,Afternoon,Sunny,Melancholic,Alone,Home,6.0,Low,Iced,Whole Milk,None,Light,Medium,2.95,Cappuccino
Sunday,Afternoon,Rainy,Energetic,Alone,Office,8.9,Medium,Iced,Oat Milk,Medium,Strong,Medium,7.48,Latte
Thursday,Afternoon,Cold/Snowy,Tired,With Friends,Office,8.8,High,Iced,None (Black),None,Strong,Medium,5.26,Cappuccino
Saturday,Morning,Cold/Snowy,Energetic,Alone,On-the-Go,7.9,Medium,Iced,Whole Milk,Medium,Strong,Medium,6.0,Latte
Thursday,Morning,Rainy,Tired,With Friends,On-the-Go,3.0,Low,Hot,Whole Milk,High,Light,Large,4.53,Americano
Friday,Afternoon,Rainy,Melancholic,Alone,Cafe,8.9,Medium,Hot,None (Black),Medium,Light,Large,5.24,Cappuccino
Thursday,Morning,Sunny,Tired,With Colleague,Office,7.7,Low,Hot,Whole Milk,Medium,Decaf,Medium,7.21,Espresso
Friday,Morning,Cold/Snowy,Stressed,Alone,Office,9.5,High,Iced,Whole Milk,High,Medium,Small,3.33,Espresso
Monday,Evening,Sunny,Energetic,With Friends,Office,8.4,Medium,Iced,Whole Milk,None,Medium,Large,3.96,Latte
Monday,Afternoon,Rainy,Melancholic,With Friends,On-the-Go,8.9,Medium,Hot,Almond Milk,High,Light,Small,3.26,Latte
Tuesday,Afternoon,Sunny,Tired,Alone,Office,7.8,Medium,Hot,Whole Milk,Medium,Strong,Medium,6.46,Flat White
Tuesday,Morning,Sunny,Energetic,With Colleague,Office,8.5,Low,Hot,Almond Milk,Medium,Medium,Small,2.81,Cold Brew
Saturday,Afternoon,Rainy,Energetic,With Friends,Home,9.5,High,Hot,Whole Milk,Low,Light,Small,2.91,Latte
Tuesday,Afternoon,Cold/Snowy,Stressed,Alone,Home,6.8,High,Hot,None (Black),Low,Medium,Large,3.99,Americano
Sunday,Afternoon,Sunny,Tired,Alone,On-the-Go,4.1,High,Hot,Whole Milk,Medium,Light,Medium,5.07,Cappuccino
Wednesday,Afternoon,Rainy,Tired,On a Date,Office,6.0,Medium,Iced,None (Black),Medium,Medium,Large,4.53,Latte
Tuesday,Evening,Sunny,Tired,With Colleague,Office,7.1,Medium,Hot,Whole Milk,Medium,Medium,Medium,2.72,Espresso
Saturday,Afternoon,Sunny,Stressed,Alone,Home,6.6,Low,Hot,Whole Milk,None,Strong,Medium,7.29,Latte
Friday,Morning,Rainy,Tired,Alone,Cafe,4.6,Medium,Hot,Whole Milk,Low,Strong,Large,7.26,Espresso
Thursday,Afternoon,Rainy,Stressed,With Colleague,Home,4.1,Medium,Iced,None (Black),Low,Medium,Large,3.9,Americano
Thursday,Afternoon,Sunny,Tired,With Friends,Cafe,5.4,Medium,Iced,Whole Milk,None,Medium,Medium,6.16,Iced Latte
Friday,Afternoon,Sunny,Relaxed,With Colleague,Home,7.7,High,Hot,None (Black),None,Medium,Small,5.39,Frappuccino
Tuesday,Morning,Sunny,Melancholic,Alone,On-the-Go,8.9,Low,Iced,Whole Milk,None,Medium,Medium,3.69,Espresso
Sunday,Morning,Sunny,Energetic,With Friends,Cafe,7.9,Low,Hot,Oat Milk,Low,Medium,Medium,3.81,Espresso
Sunday,Evening,Cold/Snowy,Energetic,Alone,Home,8.1,Low,Hot,Almond Milk,Low,Medium,Medium,4.96,Cappuccino
Friday,Afternoon,Cold/Snowy,Tired,Alone,Office,6.4,Low,Hot,None (Black),None,Medium,Medium,4.6,Latte
Tuesday,Evening,Sunny,Tired,With Friends,Office,3.9,Low,Hot,Whole Milk,High,Medium,Medium,3.96,Espresso
Friday,Afternoon,Rainy,Tired,On a Date,Home,5.8,Medium,Hot,Whole Milk,Medium,Medium,Medium,6.54,Flat White
Monday,Afternoon,Cold/Snowy,Stressed,Alone,On-the-Go,6.1,Medium,Iced,Almond Milk,Medium,Medium,Medium,4.91,Cappuccino
Monday,Afternoon,Sunny,Energetic,Alone,Office,5.8,Low,Iced,Whole Milk,None,Strong,Small,5.77,Flat White
Tuesday,Evening,Cloudy,Melancholic,With Friends,Office,6.6,High,Hot,None (Black),Medium,Light,Medium,3.45,Latte
Thursday,Afternoon,Cold/Snowy,Energetic,Alone,Home,7.2,Low,Hot,Whole Milk,Low,Strong,Medium,5.17,Cappuccino
Saturday,Afternoon,Sunny,Stressed,With Colleague,Office,7.8,Medium,Hot,Whole Milk,High,Medium,Medium,4.09,Iced Latte
Friday,Morning,Sunny,Energetic,With Colleague,On-the-Go,6.1,Medium,Hot,Whole Milk,Medium,Light,Medium,5.13,Americano
Friday,Morning,Cold/Snowy,Energetic,Alone,Office,3.6,Medium,Hot,Oat Milk,Low,Medium,Small,6.4,Espresso
Wednesday,Afternoon,Rainy,Tired,On a Date,On-the-Go,5.8,High,Hot,None (Black),Medium,Medium,Medium,6.34,Cappuccino
Wednesday,Morning,Sunny,Energetic,With Colleague,On-the-Go,6.6,Low,Iced,Almond Milk,None,Strong,Large,4.27,Flat White
Wednesday,Morning,Sunny,Energetic,With Colleague,Home,8.3,Medium,Iced,None (Black),None,Medium,Medium,5.97,Americano
Sunday,Morning,Rainy,Stressed,With Friends,Home,5.6,High,Hot,Almond Milk,Medium,Medium,Medium,7.21,Espresso
Monday,Morning,Cloudy,Melancholic,With Colleague,On-the-Go,7.3,Medium,Hot,Oat Milk,None,Medium,Medium,5.63,Espresso
Saturday,Morning,Cloudy,Tired,Alone,Office,6.9,Medium,Hot,Whole Milk,None,Light,Small,3.24,Espresso
Thursday,Morning,Cold/Snowy,Tired,Alone,Home,6.6,Medium,Hot,Whole Milk,Medium,Medium,Large,5.9,Americano
Wednesday,Evening,Sunny,Energetic,With Colleague,Home,7.9,Medium,Hot,None (Black),None,Medium,Medium,3.02,Latte
Friday,Afternoon,Rainy,Energetic,Alone,Office,5.5,High,Hot,None (Black),Medium,Medium,Large,6.86,Cappuccino
Thursday,Morning,Rainy,Tired,Alone,Cafe,5.6,Low,Hot,None (Black),High,Medium,Small,5.08,Espresso
Saturday,Morning,Rainy,Relaxed,With Colleague,Home,6.5,Low,Iced,None (Black),Low,Strong,Small,4.43,Flat White
Sunday,Afternoon,Sunny,Melancholic,With Colleague,Home,5.5,Medium,Hot,Whole Milk,None,Medium,Medium,2.79,Iced Latte
Wednesday,Morning,Cold/Snowy,Melancholic,Alone,On-the-Go,7.3,Low,Iced,None (Black),None,Strong,Medium,4.4,Americano
Tuesday,Evening,Cold/Snowy,Tired,With Colleague,Cafe,5.4,Medium,Hot,Oat Milk,None,Light,Large,7.02,Espresso
Friday,Afternoon,Rainy,Relaxed,With Friends,Office,6.8,Low,Iced,Whole Milk,None,Light,Small,2.6,Cappuccino
Sunday,Afternoon,Rainy,Stressed,Alone,Cafe,6.3,Low,Hot,Whole Milk,None,Medium,Medium,4.87,Cold Brew
Tuesday,Morning,Sunny,Energetic,With Colleague,Office,6.8,Low,Hot,Whole Milk,Low,Light,Small,7.16,Cappuccino
Friday,Afternoon,Rainy,Energetic,Alone,Cafe,5.8,High,Hot,None (Black),Low,Medium,Large,4.47,Latte
Friday,Morning,Cloudy,Relaxed,Alone,Office,6.0,Low,Hot,None (Black),Medium,Medium,Medium,4.64,Cappuccino
Friday,Evening,Rainy,Energetic,Alone,Home,6.6,Low,Hot,None (Black),Medium,Medium,Medium,5.39,Latte
Monday,Afternoon,Cold/Snowy,Energetic,Alone,Cafe,6.8,Low,Iced,Oat Milk,Medium,Medium,Medium,4.81,Latte
Friday,Morning,Rainy,Energetic,Alone,Office,6.5,High,Iced,Whole Milk,Low,Strong,Medium,3.34,Cappuccino
Sunday,Morning,Sunny,Stressed,With Colleague,On-the-Go,9.1,High,Hot,None (Black),None,Strong,Small,2.59,Espresso
Tuesday,Morning,Cloudy,Tired,With Colleague,Office,5.0,High,Hot,Oat Milk,Medium,Light,Small,5.55,Americano
Tuesday,Afternoon,Sunny,Melancholic,With Friends,On-the-Go,6.4,Low,Hot,None (Black),Low,Medium,Medium,7.1,Iced Latte
Sunday,Morning,Sunny,Stressed,With Colleague,On-the-Go,4.1,High,Iced,Whole Milk,None,Medium,Large,3.03,Americano
Tuesday,Afternoon,Sunny,Stressed,Alone,Home,7.1,Medium,Iced,Whole Milk,Medium,Light,Large,3.55,Cappuccino
Saturday,Morning,Rainy,Tired,Alone,Cafe,4.8,Medium,Hot,Whole Milk,Low,Medium,Medium,4.35,Americano
Thursday,Afternoon,Cloudy,Stressed,With Colleague,Office,6.1,Medium,Iced,Almond Milk,None,Medium,Medium,6.54,Latte
Tuesday,Evening,Rainy,Tired,Alone,On-the-Go,5.9,High,Iced,Oat Milk,Medium,Light,Large,3.85,Americano
Saturday,Afternoon,Cloudy,Tired,Alone,Office,6.9,High,Hot,Whole Milk,High,Medium,Medium,6.91,Cappuccino
Wednesday,Afternoon,Rainy,Energetic,With Friends,Cafe,5.7,High,Hot,None (Black),Low,Medium,Medium,2.77,Americano
Thursday,Morning,Sunny,Energetic,Alone,Office,5.6,High,Iced,Oat Milk,Low,Decaf,Large,7.2,Cappuccino
Wednesday,Morning,Cloudy,Stressed,With Colleague,Home,8.7,Low,Iced,Whole Milk,Low,Medium,Medium,5.3,Americano
Friday,Afternoon,Sunny,Tired,Alone,Home,6.9,Medium,Hot,None (Black),Medium,Strong,Small,5.79,Cold Brew
Tuesday,Morning,Sunny,Energetic,Alone,Office,5.7,Low,Iced,Whole Milk,None,Medium,Medium,4.34,Espresso
Wednesday,Morning,Rainy,Tired,Alone,Cafe,6.1,High,Hot,None (Black),Low,Medium,Small,6.41,Espresso
Sunday,Morning,Sunny,Melancholic,With Friends,Office,9.0,Low,Hot,None (Black),High,Medium,Medium,3.33,Cappuccino
Tuesday,Morning,Sunny,Stressed,Alone,Cafe,6.1,High,Hot,Almond Milk,None,Light,Medium,2.74,Americano
Friday,Morning,Rainy,Stressed,Alone,Home,5.5,Medium,Iced,Whole Milk,High,Light,Medium,4.48,Espresso
Wednesday,Evening,Rainy,Tired,With Colleague,Office,5.5,Medium,Hot,None (Black),High,Strong,Large,6.77,Flat White
Saturday,Morning,Rainy,Tired,With Colleague,Home,5.7,Low,Hot,Whole Milk,None,Light,Medium,6.27,Espresso
Monday,Afternoon,Cold/Snowy,Melancholic,Alone,Cafe,5.6,Medium,Hot,Oat Milk,Medium,Medium,Medium,5.09,Flat White
Sunday,Morning,Rainy,Tired,Alone,On-the-Go,4.6,High,Hot,None (Black),None,Decaf,Small,5.36,Americano
Thursday,Afternoon,Cold/Snowy,Energetic,Alone,Office,4.8,Low,Iced,Whole Milk,Medium,Strong,Medium,3.15,Espresso
Tuesday,Morning,Sunny,Stressed,On a Date,Home,5.3,Medium,Hot,Oat Milk,Medium,Decaf,Medium,6.7,Espresso
Monday,Evening,Rainy,Tired,On a Date,Home,7.4,Low,Iced,None (Black),None,Medium,Medium,6.43,Cappuccino
Tuesday,Evening,Cold/Snowy,Relaxed,Alone,Cafe,5.9,Medium,Iced,Whole Milk,Medium,Medium,Medium,5.78,Flat White
Thursday,Morning,Rainy,Energetic,With Friends,Office,6.2,Low,Hot,None (Black),Medium,Medium,Medium,4.83,Cold Brew
Wednesday,Evening,Cloudy,Tired,Alone,Cafe,8.4,Medium,Iced,Whole Milk,Low,Medium,Medium,7.32,Latte
Saturday,Night,Sunny,Tired,Alone,Home,8.4,High,Hot,Oat Milk,None,Medium,Small,6.9,Decaf Latte
Wednesday,Evening,Sunny,Tired,Alone,Cafe,6.1,Medium,Hot,None (Black),None,Strong,Medium,5.72,Cold Brew
Tuesday,Evening,Rainy,Relaxed,Alone,Cafe,5.6,Medium,Hot,Oat Milk,Low,Strong,Medium,4.36,Flat White
Friday,Morning,Sunny,Stressed,Alone,Office,5.2,Medium,Iced,Oat Milk,High,Medium,Large,5.59,Americano
Friday,Afternoon,Cold/Snowy,Tired,Alone,Office,7.5,Low,Hot,None (Black),Medium,Decaf,Large,5.38,Cold Brew
Tuesday,Morning,Sunny,Tired,With Friends,Home,6.2,Medium,Hot,Whole Milk,Low,Decaf,Medium,4.47,Americano
Tuesday,Morning,Cold/Snowy,Stressed,Alone,Office,5.9,Medium,Iced,None (Black),Low,Strong,Large,4.03,Espresso
Monday,Night,Cold/Snowy,Stressed,With Friends,On-the-Go,5.3,Low,Iced,Almond Milk,None,Medium,Medium,4.54,Decaf Latte
Friday,Morning,Sunny,Energetic,Alone,Office,5.3,Medium,Hot,Whole Milk,None,Strong,Large,5.37,Latte
Friday,Afternoon,Sunny,Energetic,Alone,Cafe,7.0,Medium,Hot,Whole Milk,Low,Medium,Small,4.64,Flat White
Thursday,Evening,Cold/Snowy,Tired,Alone,Office,4.5,High,Hot,Whole Milk,Low,Strong,Medium,3.82,Americano
Saturday,Evening,Cold/Snowy,Stressed,Alone,Home,8.0,High,Hot,Whole Milk,Low,Strong,Medium,6.3,Latte
Saturday,Night,Rainy,Melancholic,Alone,Office,5.7,Low,Hot,Oat Milk,High,Strong,Medium,5.16,Decaf Latte
Thursday,Morning,Sunny,Tired,Alone,Office,6.3,Medium,Hot,Whole Milk,Medium,Medium,Small,2.84,Espresso
Saturday,Morning,Rainy,Stressed,Alone,Office,4.5,Medium,Hot,Almond Milk,Medium,Medium,Medium,4.34,Americano
Tuesday,Morning,Cloudy,Energetic,Alone,Home,6.5,Low,Iced,Whole Milk,None,Medium,Medium,6.92,Espresso
Monday,Morning,Sunny,Energetic,With Friends,Office,6.0,High,Hot,None (Black),High,Medium,Medium,6.28,Espresso
Tuesday,Morning,Cloudy,Tired,With Colleague,Home,6.4,High,Hot,Almond Milk,Medium,Medium,Medium,4.12,Espresso
Monday,Morning,Sunny,Relaxed,Alone,Home,8.7,Medium,Hot,Whole Milk,Medium,Light,Medium,7.19,Flat White
Thursday,Afternoon,Sunny,Energetic,Alone,Office,6.8,Medium,Hot,Whole Milk,Low,Medium,Large,2.88,Latte
Sunday,Afternoon,Sunny,Energetic,Alone,Office,5.3,Low,Hot,Almond Milk,Low,Medium,Medium,7.31,Americano
Monday,Morning,Sunny,Tired,With Friends,On-the-Go,5.4,Medium,Hot,None (Black),Low,Medium,Large,3.73,Espresso
Monday,Afternoon,Sunny,Tired,Alone,Office,7.4,High,Hot,Whole Milk,None,Light,Large,2.55,Latte
Thursday,Morning,Rainy,Tired,Alone,Cafe,8.4,Medium,Hot,None (Black),Medium,Medium,Medium,4.67,Espresso
Sunday,Morning,Sunny,Stressed,Alone,Office,6.9,Medium,Hot,Whole Milk,High,Light,Medium,4.29,Espresso
